Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:06:18.479,00:06:23.120,there is an onset of a cancer this can,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,there is an onset of a cancer this can,there is an onset of a cancer this can
00:06:20.800,00:06:25.680,be cross-checked by a doctor but at,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,be cross-checked by a doctor but at,be cross-checked by a doctor but at
00:06:23.120,00:06:27.520,least the initial screening process can,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,least the initial screening process can,least the initial screening process can
00:06:25.680,00:06:29.919,be automated and that is where the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,be automated and that is where the,be automated and that is where the
00:06:27.520,00:06:32.160,current focus is with respect to deep,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,current focus is with respect to deep,current focus is with respect to deep
00:06:29.919,00:06:34.560,learning in healthcare what else,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning in healthcare what else,learning in healthcare what else
00:06:32.160,00:06:38.319,robotics is another area deep learning,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,robotics is another area deep learning,robotics is another area deep learning
00:06:34.560,00:06:40.880,is majorly used in robotics and you must,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is majorly used in robotics and you must,is majorly used in robotics and you must
00:06:38.319,00:06:43.199,have seen nowadays robots are everywhere,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,have seen nowadays robots are everywhere,have seen nowadays robots are everywhere
00:06:40.880,00:06:45.120,humanoids the industrial robots which,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,humanoids the industrial robots which,humanoids the industrial robots which
00:06:43.199,00:06:48.080,are used for manufacturing process you,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,are used for manufacturing process you,are used for manufacturing process you
00:06:45.120,00:06:50.639,must have heard about sofia who got,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,must have heard about sofia who got,must have heard about sofia who got
00:06:48.080,00:06:53.360,citizenship with saudi arabia and so on,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,citizenship with saudi arabia and so on,citizenship with saudi arabia and so on
00:06:50.639,00:06:55.840,there are multiple such robots which are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,there are multiple such robots which are,there are multiple such robots which are
00:06:53.360,00:06:58.880,knowledge oriented but there are also,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,knowledge oriented but there are also,knowledge oriented but there are also
00:06:55.840,00:07:00.639,industrial robots are used in industries,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,industrial robots are used in industries,industrial robots are used in industries
00:06:58.880,00:07:03.120,in the manufacturing process and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,in the manufacturing process and,in the manufacturing process and
00:07:00.639,00:07:05.440,increasingly in security and also in,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,increasingly in security and also in,increasingly in security and also in
00:07:03.120,00:07:07.840,defense for example image processing,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,defense for example image processing,defense for example image processing
00:07:05.440,00:07:10.080,video is fed to them and they need to be,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,video is fed to them and they need to be,video is fed to them and they need to be
00:07:07.840,00:07:11.599,able to detect objects obstacles and so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,able to detect objects obstacles and so,able to detect objects obstacles and so
00:07:10.080,00:07:13.520,on and so forth so that's where deep,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,on and so forth so that's where deep,on and so forth so that's where deep
00:07:11.599,00:07:15.599,learning is used they need to be able to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning is used they need to be able to,learning is used they need to be able to
00:07:13.520,00:07:17.520,hear and make sense of the sounds that,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,hear and make sense of the sounds that,hear and make sense of the sounds that
00:07:15.599,00:07:20.400,they are hearing that needs deep,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,they are hearing that needs deep,they are hearing that needs deep
00:07:17.520,00:07:22.800,learning as well so robotics is a major,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning as well so robotics is a major,learning as well so robotics is a major
00:07:20.400,00:07:25.680,area where deep learning is applied then,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,area where deep learning is applied then,area where deep learning is applied then
00:07:22.800,00:07:27.919,we have self-driving cars or autonomous,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,we have self-driving cars or autonomous,we have self-driving cars or autonomous
00:07:25.680,00:07:30.960,cars you must have heard of google's,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,cars you must have heard of google's,cars you must have heard of google's
00:07:27.919,00:07:33.759,autonomous car which has been tested for,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,autonomous car which has been tested for,autonomous car which has been tested for
00:07:30.960,00:07:35.440,millions of miles and pretty much,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,millions of miles and pretty much,millions of miles and pretty much
